experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42050,10000,410.17999999999995,1119.0,0.2778
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42050,10000,332.34999999999997,1186.0,0.4007
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42050,10000,350.65,1181.0,0.3575
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42050,10000,277.83,1227.0,0.469
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42050,10000,212.74999999999997,1279.0,0.576
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42050,10000,163.84999999999997,1343.0,0.712
forgetting_sweep,single_reversal,Baseline,Thompson Sampling,none,none,42051,10000,379.18999999999994,1091.0,0.5601
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.95,gamma,0.95,42051,10000,471.19999999999993,1010.0,0.2272
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.97,gamma,0.97,42051,10000,453.71,980.0,0.2411
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42051,10000,396.3299999999999,1058.0,0.2978
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42051,10000,351.5899999999999,1084.0,0.3737
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42051,10000,354.53999999999996,1092.0,0.3633
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42051,10000,266.51,1180.0,0.5264
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42051,10000,163.54999999999995,1277.0,0.7144
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42051,10000,162.51999999999998,1298.0,0.6618
forgetting_sweep,single_reversal,Baseline,Thompson Sampling,none,none,42052,10000,400.49,1108.0,0.4647
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.95,gamma,0.95,42052,10000,465.28999999999996,1020.0,0.2356
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.97,gamma,0.97,42052,10000,445.52,1047.0,0.2517
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42052,10000,387.00999999999993,1118.0,0.3328
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42052,10000,334.15,1207.0,0.4062
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42052,10000,336.88,1180.0,0.363
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42052,10000,285.16999999999996,1222.0,0.484
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42052,10000,229.26999999999998,1274.0,0.5772
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42052,10000,244.51,1272.0,0.5505
forgetting_sweep,single_reversal,Baseline,Thompson Sampling,none,none,42053,10000,232.64999999999995,1209.0,0.6191
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.95,gamma,0.95,42053,10000,470.0799999999999,1005.0,0.226
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.97,gamma,0.97,42053,10000,449.46999999999997,1013.0,0.2457
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42053,10000,402.9599999999999,1054.0,0.2938
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42053,10000,348.5,1089.0,0.3843
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42053,10000,367.09999999999997,1111.0,0.3411
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42053,10000,260.25,1196.0,0.4959
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42053,10000,223.98999999999995,1218.0,0.5812
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42053,10000,168.26,1283.0,0.7002
forgetting_sweep,single_reversal,Baseline,Thompson Sampling,none,none,42054,10000,250.60999999999999,1250.0,0.651
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.95,gamma,0.95,42054,10000,465.25,1064.0,0.2362
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.97,gamma,0.97,42054,10000,454.53,1073.0,0.2418
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42054,10000,389.43999999999994,1149.0,0.3143
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42054,10000,341.36,1189.0,0.3751
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42054,10000,363.31999999999994,1159.0,0.3296
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42054,10000,267.28999999999996,1258.0,0.499
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42054,10000,192.25,1334.0,0.6443
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42054,10000,188.95,1335.0,0.6559
forgetting_sweep,single_reversal,Baseline,Thompson Sampling,none,none,42055,10000,318.22999999999996,1200.0,0.6093
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.95,gamma,0.95,42055,10000,466.9799999999999,1046.0,0.2296
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.97,gamma,0.97,42055,10000,461.69999999999993,1040.0,0.2394
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,42055,10000,421.40999999999997,1106.0,0.2721
forgetting_sweep,single_reversal,DS-TS,DS-TS gamma=0.995,gamma,0.995,42055,10000,381.5,1133.0,0.3074
forgetting_sweep,single_reversal,SW-TS,SW-TS W=200,window,200,42055,10000,375.71,1137.0,0.3255
forgetting_sweep,single_reversal,SW-TS,SW-TS W=500,window,500,42055,10000,305.47999999999996,1207.0,0.4089
forgetting_sweep,single_reversal,SW-TS,SW-TS W=1000,window,1000,42055,10000,213.32999999999998,1298.0,0.6041
forgetting_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,42055,10000,224.37999999999997,1301.0,0.5899
