algorithm,block,arm,freq
Thompson Sampling,0,1,0.1192
Thompson Sampling,0,2,0.161
Thompson Sampling,0,3,0.23320000000000002
Thompson Sampling,0,4,0.4112
Thompson Sampling,500,0,0.027866666666666665
Thompson Sampling,500,1,0.05446666666666666
Thompson Sampling,500,2,0.10106666666666667
Thompson Sampling,500,3,0.194
Thompson Sampling,500,4,0.6226
Thompson Sampling,1000,0,0.013466666666666667
Thompson Sampling,1000,1,0.033
Thompson Sampling,1000,2,0.06473333333333334
Thompson Sampling,1000,3,0.13493333333333332
Thompson Sampling,1000,4,0.7538666666666667
Thompson Sampling,1500,0,0.010199999999999999
Thompson Sampling,1500,1,0.028266666666666666
Thompson Sampling,1500,2,0.03886666666666667
Thompson Sampling,1500,3,0.12040000000000001
Thompson Sampling,1500,4,0.8022666666666667
Thompson Sampling,2000,0,0.0072
Thompson Sampling,2000,1,0.014199999999999999
Thompson Sampling,2000,2,0.021733333333333334
Thompson Sampling,2000,3,0.10586666666666665
Thompson Sampling,2000,4,0.8510000000000001
Thompson Sampling,2500,0,0.006866666666666666
Thompson Sampling,2500,1,0.015266666666666668
Thompson Sampling,2500,2,0.016733333333333333
Thompson Sampling,2500,3,0.08846666666666667
Thompson Sampling,2500,4,0.8726666666666667
Thompson Sampling,3000,0,0.0074
Thompson Sampling,3000,1,0.011133333333333334
Thompson Sampling,3000,2,0.014266666666666667
Thompson Sampling,3000,3,0.08339999999999999
Thompson Sampling,3000,4,0.8838
Thompson Sampling,3500,0,0.006
Thompson Sampling,3500,1,0.01
Thompson Sampling,3500,2,0.014733333333333333
Thompson Sampling,3500,3,0.07246666666666667
Thompson Sampling,3500,4,0.8968
Thompson Sampling,4000,0,0.005066666666666666
Thompson Sampling,4000,1,0.009466666666666667
Thompson Sampling,4000,2,0.011866666666666668
Thompson Sampling,4000,3,0.07206666666666667
Thompson Sampling,4000,4,0.9015333333333333
Thompson Sampling,4500,0,0.0044666666666666665
Thompson Sampling,4500,1,0.006866666666666668
Thompson Sampling,4500,2,0.009333333333333334
Thompson Sampling,4500,3,0.06586666666666667
Thompson Sampling,4500,4,0.9134666666666666
Thompson Sampling,5000,0,0.004933333333333333
Thompson Sampling,5000,1,0.0098
Thompson Sampling,5000,2,0.014266666666666667
Thompson Sampling,5000,3,0.08433333333333333
Thompson Sampling,5000,4,0.8866666666666667
Thompson Sampling,5500,0,0.015133333333333334
Thompson Sampling,5500,1,0.027866666666666665
Thompson Sampling,5500,2,0.0298
Thompson Sampling,5500,3,0.11293333333333333
Thompson Sampling,5500,4,0.8142666666666667
Thompson Sampling,6000,0,0.05893333333333333
