algorithm,block,arm,freq
Thompson Sampling,6000,1,0.04493333333333334
Thompson Sampling,6000,2,0.046933333333333334
Thompson Sampling,6000,3,0.12246666666666667
Thompson Sampling,6000,4,0.7267333333333333
Thompson Sampling,6500,0,0.1326
Thompson Sampling,6500,1,0.0492
Thompson Sampling,6500,2,0.07046666666666666
Thompson Sampling,6500,3,0.13233333333333333
Thompson Sampling,6500,4,0.6154
Thompson Sampling,7000,0,0.21073333333333333
Thompson Sampling,7000,1,0.08013333333333333
Thompson Sampling,7000,2,0.07453333333333334
Thompson Sampling,7000,3,0.1272
Thompson Sampling,7000,4,0.5074
Thompson Sampling,7500,0,0.33999999999999997
Thompson Sampling,7500,1,0.09473333333333334
Thompson Sampling,7500,2,0.07526666666666666
Thompson Sampling,7500,3,0.10913333333333333
Thompson Sampling,7500,4,0.3808666666666667
Thompson Sampling,8000,0,0.4782666666666666
Thompson Sampling,8000,1,0.09873333333333334
Thompson Sampling,8000,2,0.07946666666666666
Thompson Sampling,8000,3,0.08493333333333333
Thompson Sampling,8000,4,0.2586
Thompson Sampling,8500,0,0.6050666666666668
Thompson Sampling,8500,1,0.07473333333333333
Thompson Sampling,8500,2,0.060533333333333335
Thompson Sampling,8500,3,0.0722
Thompson Sampling,8500,4,0.1874666666666667
Thompson Sampling,9000,0,0.7158666666666667
Thompson Sampling,9000,1,0.0578
Thompson Sampling,9000,2,0.04986666666666666
Thompson Sampling,9000,3,0.05853333333333333
Thompson Sampling,9000,4,0.11793333333333332
Thompson Sampling,9500,0,0.8046666666666666
Thompson Sampling,9500,1,0.0456
Thompson Sampling,9500,2,0.043666666666666666
Thompson Sampling,9500,3,0.03766666666666667
Thompson Sampling,9500,4,0.0684
UCB1,0,0,0.14633333333333332
UCB1,0,1,0.175
UCB1,0,2,0.19306666666666666
UCB1,0,3,0.21953333333333333
UCB1,0,4,0.2660666666666667
UCB1,500,0,0.12286666666666667
UCB1,500,1,0.16113333333333332
UCB1,500,2,0.1796
UCB1,500,3,0.23526666666666665
UCB1,500,4,0.30113333333333336
UCB1,1000,0,0.10339999999999999
UCB1,1000,1,0.14993333333333334
UCB1,1000,2,0.1832
UCB1,1000,3,0.22719999999999999
UCB1,1000,4,0.33626666666666666
UCB1,1500,0,0.09759999999999999
UCB1,1500,1,0.15153333333333335
UCB1,1500,2,0.1666
UCB1,1500,3,0.22493333333333335
UCB1,1500,4,0.35933333333333334
UCB1,2000,0,0.08593333333333333
UCB1,2000,1,0.13520000000000001
UCB1,2000,2,0.16606666666666667
UCB1,2000,3,0.24506666666666668
UCB1,2000,4,0.36773333333333336
UCB1,2500,0,0.07093333333333333
UCB1,2500,1,0.12066666666666667
UCB1,2500,2,0.16086666666666666
UCB1,2500,3,0.21233333333333335
UCB1,2500,4,0.4352
UCB1,3000,0,0.08393333333333333
UCB1,3000,1,0.1268
UCB1,3000,2,0.1444
UCB1,3000,3,0.20066666666666666
UCB1,3000,4,0.44420000000000004
UCB1,3500,0,0.06373333333333334
UCB1,3500,1,0.11713333333333333
UCB1,3500,2,0.14793333333333333
UCB1,3500,3,0.22513333333333332
UCB1,3500,4,0.44606666666666667
UCB1,4000,0,0.067
UCB1,4000,1,0.08746666666666666
UCB1,4000,2,0.15773333333333334
UCB1,4000,3,0.19240000000000002
UCB1,4000,4,0.4954
UCB1,4500,0,0.06253333333333333
UCB1,4500,1,0.08853333333333334
UCB1,4500,2,0.12873333333333334
UCB1,4500,3,0.19633333333333333
UCB1,4500,4,0.5238666666666667
UCB1,5000,0,0.38066666666666665
UCB1,5000,1,0.20086666666666667
UCB1,5000,2,0.14313333333333336
UCB1,5000,3,0.1262
UCB1,5000,4,0.14913333333333334
UCB1,5500,0,0.42186666666666667
UCB1,5500,1,0.16433333333333333
UCB1,5500,2,0.15926666666666664
UCB1,5500,3,0.10986666666666665
UCB1,5500,4,0.14466666666666667
UCB1,6000,0,0.5146
UCB1,6000,1,0.16340000000000002
UCB1,6000,2,0.10766666666666666
UCB1,6000,3,0.09886666666666667
UCB1,6000,4,0.11546666666666666
UCB1,6500,0,0.45253333333333334
UCB1,6500,1,0.16133333333333333
UCB1,6500,2,0.15186666666666668
UCB1,6500,3,0.11473333333333334
UCB1,6500,4,0.11953333333333332
UCB1,7000,0,0.5205333333333333
UCB1,7000,1,0.15926666666666664
UCB1,7000,2,0.1278
UCB1,7000,3,0.09013333333333334
UCB1,7000,4,0.10226666666666667
UCB1,7500,0,0.5241333333333333
UCB1,7500,1,0.19886666666666666
UCB1,7500,2,0.1042
UCB1,7500,3,0.08453333333333334
UCB1,7500,4,0.08826666666666667
UCB1,8000,0,0.5243333333333333
UCB1,8000,1,0.20466666666666666
UCB1,8000,2,0.08506666666666667
UCB1,8000,3,0.09286666666666667
UCB1,8000,4,0.09306666666666666
UCB1,8500,0,0.4815333333333333
UCB1,8500,1,0.19593333333333335
UCB1,8500,2,0.11993333333333332
UCB1,8500,3,0.09653333333333333
UCB1,8500,4,0.10606666666666667
UCB1,9000,0,0.49333333333333335
UCB1,9000,1,0.2208
UCB1,9000,2,0.10373333333333333
UCB1,9000,3,0.08266666666666667
UCB1,9000,4,0.09946666666666666
UCB1,9500,0,0.4957333333333333
UCB1,9500,1,0.19093333333333332
UCB1,9500,2,0.11706666666666667
UCB1,9500,3,0.09693333333333333
UCB1,9500,4,0.09933333333333333
