window,mean_final_regret,std,sem
100,403.4966666666569,9.656444456435338,1.7630174846951157
200,356.7619999999903,13.276008799902673,2.423856497781261
500,279.80499999999637,24.736027438699846,4.516160070414214
1000,212.87966666666682,18.861919214035417,3.4436995437891036
2000,184.30399999999906,25.565250202786338,4.6675547414432
