experiment,scenario,family,algorithm,parameter_name,parameter_value,seed,horizon,final_regret,final_reward,final_optimal_arm_rate
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52033,10000,420.76,1007.0,0.2808
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52033,10000,235.02999999999997,1196.0,0.4808
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52033,10000,283.23,1131.0,0.4726
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52034,10000,372.30999999999995,1149.0,0.5433
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52034,10000,466.54999999999995,1048.0,0.2314
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52034,10000,431.76,1090.0,0.2641
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52034,10000,373.43999999999994,1128.0,0.3388
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52034,10000,191.81,1308.0,0.596
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52034,10000,299.58,1233.0,0.4299
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52035,10000,232.62999999999997,1310.0,0.6806
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52035,10000,472.19999999999993,1072.0,0.2275
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52035,10000,439.67999999999995,1066.0,0.2557
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52035,10000,411.0,1119.0,0.2832
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52035,10000,187.53999999999994,1353.0,0.674
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52035,10000,297.28,1236.0,0.4251
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52036,10000,303.09999999999997,1246.0,0.6555
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52036,10000,468.49999999999994,1030.0,0.2262
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52036,10000,431.3299999999999,1093.0,0.273
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52036,10000,401.91999999999996,1108.0,0.2946
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52036,10000,175.68999999999997,1370.0,0.7074
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52036,10000,226.60999999999996,1300.0,0.5947
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52037,10000,440.34999999999997,1083.0,0.4196
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52037,10000,469.44999999999993,1011.0,0.2239
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52037,10000,438.8599999999999,1053.0,0.2637
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52037,10000,396.51,1117.0,0.3072
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52037,10000,186.23999999999995,1324.0,0.6743
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52037,10000,291.09,1183.0,0.4704
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52038,10000,482.68999999999994,1016.0,0.411
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52038,10000,467.74999999999994,1019.0,0.2316
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52038,10000,440.34,1066.0,0.2523
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52038,10000,413.57,1067.0,0.2678
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52038,10000,206.65999999999997,1284.0,0.6612
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52038,10000,295.13,1189.0,0.4654
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52039,10000,287.23999999999995,1167.0,0.6255
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52039,10000,466.78,1004.0,0.2287
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52039,10000,440.7199999999999,1037.0,0.2481
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52039,10000,415.28,1036.0,0.2774
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52039,10000,159.01,1290.0,0.6942
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52039,10000,302.77,1158.0,0.4316
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52040,10000,346.04999999999995,1144.0,0.4591
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52040,10000,469.1099999999999,997.0,0.233
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52040,10000,436.94999999999993,1041.0,0.2579
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52040,10000,406.54999999999995,1069.0,0.2976
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52040,10000,196.29,1302.0,0.6786
environment_sweep,single_reversal,Adaptive-SW-TS,Adaptive-SW-TS,threshold_cooldown,0.04|300,52040,10000,250.47999999999996,1238.0,0.541
environment_sweep,single_reversal,Baseline,Thompson Sampling,none,none,52041,10000,378.12,1099.0,0.565
environment_sweep,single_reversal,D-UCB,D-UCB gamma=0.99,gamma,0.99,52041,10000,468.2199999999999,1020.0,0.2302
environment_sweep,single_reversal,SW-UCB,SW-UCB W=500,window,500,52041,10000,436.5,1045.0,0.2611
environment_sweep,single_reversal,DS-TS,DS-TS gamma=0.99,gamma,0.99,52041,10000,402.48999999999995,1061.0,0.3051
environment_sweep,single_reversal,SW-TS,SW-TS W=2000,window,2000,52041,10000,154.02999999999997,1327.0,0.7353
